movieId,title,genres,poster
3943,Bamboozled (2000),Comedy,./static/Pictures/Bamboozled (2000).jpeg
3945,Digimon: The Movie (2000),Adventure|Animation|Children,./static/Pictures/Digimon: The Movie (2000).jpeg
3946,Get Carter (2000),Action|Drama|Thriller,./static/Pictures/Get Carter (2000).jpeg
3947,Get Carter (1971),Action|Crime|Drama|Thriller,./static/Pictures/Get Carter (1971).jpeg
3948,Meet the Parents (2000),Comedy,./static/Pictures/Meet the Parents (2000).jpeg
3949,Requiem for a Dream (2000),Drama,./static/Pictures/Requiem for a Dream (2000).jpeg
3950,Tigerland (2000),Drama,./static/Pictures/Tigerland (2000).jpeg
3951,Two Family House (2000),Drama,./static/Pictures/Two Family House (2000).jpeg
3952,"Contender, The (2000)",Drama|Thriller,"./static/Pictures/Contender, The (2000).jpeg"
3953,Dr. T and the Women (2000),Comedy|Romance,./static/Pictures/Dr. T and the Women (2000).jpeg
3955,"Ladies Man, The (2000)",Comedy,"./static/Pictures/Ladies Man, The (2000).jpeg"
3957,Billy Jack (1971),Action|Drama,./static/Pictures/Billy Jack (1971).jpeg
3958,Billy Jack Goes to Washington (1977),Drama,./static/Pictures/Billy Jack Goes to Washington (1977).jpeg
3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,"./static/Pictures/Time Machine, The (1960).jpeg"
3962,Ghoulies II (1987),Comedy|Horror,./static/Pictures/Ghoulies II (1987).jpeg
3963,"Unsinkable Molly Brown, The (1964)",Musical,"./static/Pictures/Unsinkable Molly Brown, The (1964).jpeg"
3964,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,"./static/Pictures/Adventures of Ichabod and Mr. Toad, The (1949).jpeg"
3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,"./static/Pictures/Strange Love of Martha Ivers, The (1946).jpeg"
3966,Detour (1945),Crime|Film-Noir,./static/Pictures/Detour (1945).jpeg
3967,Billy Elliot (2000),Drama,./static/Pictures/Billy Elliot (2000).jpeg
3968,Bedazzled (2000),Comedy,./static/Pictures/Bedazzled (2000).jpeg
3969,Pay It Forward (2000),Drama,./static/Pictures/Pay It Forward (2000).jpeg
3971,"Private Eyes, The (1981)",Comedy|Mystery,"./static/Pictures/Private Eyes, The (1981).jpeg"
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,"./static/Pictures/Legend of Drunken Master, The (Jui kuen II) (1994).jpeg"
3973,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,./static/Pictures/Book of Shadows: Blair Witch 2 (2000).jpeg
3974,"Little Vampire, The (2000)",Adventure|Children,"./static/Pictures/Little Vampire, The (2000).jpeg"
3977,Charlie's Angels (2000),Action|Comedy,./static/Pictures/Charlie's Angels (2000).jpeg
3978,"Legend of Bagger Vance, The (2000)",Drama|Romance,"./static/Pictures/Legend of Bagger Vance, The (2000).jpeg"
3979,Little Nicky (2000),Comedy,./static/Pictures/Little Nicky (2000).jpeg
3980,Men of Honor (2000),Drama,./static/Pictures/Men of Honor (2000).jpeg
3981,Red Planet (2000),Action|Sci-Fi|Thriller,./static/Pictures/Red Planet (2000).jpeg
3983,You Can Count on Me (2000),Drama|Romance,./static/Pictures/You Can Count on Me (2000).jpeg
3984,Diamonds Are Forever (1971),Action|Adventure|Thriller,./static/Pictures/Diamonds Are Forever (1971).jpeg
3985,"Eagle Has Landed, The (1976)",Drama|War,"./static/Pictures/Eagle Has Landed, The (1976).jpeg"
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,"./static/Pictures/6th Day, The (2000).jpeg"
3987,Bounce (2000),Drama|Romance,./static/Pictures/Bounce (2000).jpeg
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,./static/Pictures/How the Grinch Stole Christmas (a.k.a. The Grinch) (2000).jpeg
3989,One Day in September (1999),Documentary,./static/Pictures/One Day in September (1999).jpeg
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,./static/Pictures/Rugrats in Paris: The Movie (2000).jpeg
3991,102 Dalmatians (2000),Children|Comedy,./static/Pictures/102 Dalmatians (2000).jpeg
3992,Malèna (2000),Drama|Romance|War,./static/Pictures/Malèna (2000).jpeg
3993,Quills (2000),Drama|Romance,./static/Pictures/Quills (2000).jpeg
3994,Unbreakable (2000),Drama|Sci-Fi,./static/Pictures/Unbreakable (2000).jpeg
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,"./static/Pictures/Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000).jpeg"
3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,./static/Pictures/Dungeons & Dragons (2000).jpeg
3998,Proof of Life (2000),Drama,./static/Pictures/Proof of Life (2000).jpeg
3999,Vertical Limit (2000),Action|Adventure,./static/Pictures/Vertical Limit (2000).jpeg
4000,"Bounty, The (1984)",Adventure|Drama,"./static/Pictures/Bounty, The (1984).jpeg"
4002,"Planes, Trains & Automobiles (1987)",Comedy,"./static/Pictures/Planes, Trains & Automobiles (1987).jpeg"
4003,She's Having a Baby (1988),Comedy,./static/Pictures/She's Having a Baby (1988).jpeg
4005,"Living Daylights, The (1987)",Action|Adventure|Thriller,"./static/Pictures/Living Daylights, The (1987).jpeg"
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,./static/Pictures/Transformers: The Movie (1986).jpeg
4007,Wall Street (1987),Drama,./static/Pictures/Wall Street (1987).jpeg
4008,Born on the Fourth of July (1989),Drama|War,./static/Pictures/Born on the Fourth of July (1989).jpeg
4009,Talk Radio (1988),Drama,./static/Pictures/Talk Radio (1988).jpeg
4010,Brewster's Millions (1985),Comedy,./static/Pictures/Brewster's Millions (1985).jpeg
4011,Snatch (2000),Comedy|Crime|Thriller,./static/Pictures/Snatch (2000).jpeg
4012,Punchline (1988),Comedy|Drama,./static/Pictures/Punchline (1988).jpeg
4014,Chocolat (2000),Drama|Romance,./static/Pictures/Chocolat (2000).jpeg
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,"./static/Pictures/Dude, Where's My Car? (2000).jpeg"
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,"./static/Pictures/Emperor's New Groove, The (2000).jpeg"
4017,Pollock (2000),Drama,./static/Pictures/Pollock (2000).jpeg
4018,What Women Want (2000),Comedy|Romance,./static/Pictures/What Women Want (2000).jpeg
4019,Finding Forrester (2000),Drama,./static/Pictures/Finding Forrester (2000).jpeg
4020,"Gift, The (2000)",Thriller,"./static/Pictures/Gift, The (2000).jpeg"
4021,Before Night Falls (2000),Drama,./static/Pictures/Before Night Falls (2000).jpeg
4022,Cast Away (2000),Drama,./static/Pictures/Cast Away (2000).jpeg
4023,"Family Man, The (2000)",Comedy|Drama|Romance,"./static/Pictures/Family Man, The (2000).jpeg"
4024,"House of Mirth, The (2000)",Romance,"./static/Pictures/House of Mirth, The (2000).jpeg"
4025,Miss Congeniality (2000),Comedy|Crime,./static/Pictures/Miss Congeniality (2000).jpeg
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,"./static/Pictures/O Brother, Where Art Thou? (2000).jpeg"
4029,State and Main (2000),Comedy|Drama,./static/Pictures/State and Main (2000).jpeg
4030,Dracula 2000 (2000),Horror,./static/Pictures/Dracula 2000 (2000).jpeg
4031,All the Pretty Horses (2000),Drama|Romance|Western,./static/Pictures/All the Pretty Horses (2000).jpeg
4032,"Everlasting Piece, An (2000)",Comedy,"./static/Pictures/Everlasting Piece, An (2000).jpeg"
4033,Thirteen Days (2000),Drama|Thriller|War,./static/Pictures/Thirteen Days (2000).jpeg
4034,Traffic (2000),Crime|Drama|Thriller,./static/Pictures/Traffic (2000).jpeg
4035,"Claim, The (2000)",Romance|Western,"./static/Pictures/Claim, The (2000).jpeg"
4036,Shadow of the Vampire (2000),Drama|Horror,./static/Pictures/Shadow of the Vampire (2000).jpeg
4037,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,./static/Pictures/House of Games (1987).jpeg
4039,Annie (1982),Children|Musical,./static/Pictures/Annie (1982).jpeg
4040,Don't Tell Mom the Babysitter's Dead (1991),Comedy,./static/Pictures/Don't Tell Mom the Babysitter's Dead (1991).jpeg
4041,"Officer and a Gentleman, An (1982)",Drama|Romance,"./static/Pictures/Officer and a Gentleman, An (1982).jpeg"
4042,"Alamo, The (1960)",Action|Drama|War|Western,"./static/Pictures/Alamo, The (1960).jpeg"
4043,At Close Range (1986),Crime|Drama,./static/Pictures/At Close Range (1986).jpeg
4046,Friendly Persuasion (1956),Drama,./static/Pictures/Friendly Persuasion (1956).jpeg
4047,Gettysburg (1993),Drama|War,./static/Pictures/Gettysburg (1993).jpeg
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi,./static/Pictures/Horrors of Spider Island (Ein Toter Hing im Netz) (1960).jpeg
4052,Antitrust (2001),Crime|Drama|Thriller,./static/Pictures/Antitrust (2001).jpeg
4053,Double Take (2001),Action|Comedy,./static/Pictures/Double Take (2001).jpeg
4054,Save the Last Dance (2001),Drama|Romance,./static/Pictures/Save the Last Dance (2001).jpeg
4055,Panic (2000),Drama,./static/Pictures/Panic (2000).jpeg
4056,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller,"./static/Pictures/Pledge, The (2001).jpeg"
4061,The Man in the Moon (1991),Drama|Romance,./static/Pictures/The Man in the Moon (1991).jpeg
4062,Mystic Pizza (1988),Comedy|Drama|Romance,./static/Pictures/Mystic Pizza (1988).jpeg
4063,Prelude to a Kiss (1992),Comedy|Drama|Romance,./static/Pictures/Prelude to a Kiss (1992).jpeg
4064,Coffy (1973),Action|Crime|Thriller,./static/Pictures/Coffy (1973).jpeg
4065,Foxy Brown (1974),Action|Crime|Drama,./static/Pictures/Foxy Brown (1974).jpeg
4066,I'm Gonna Git You Sucka (1988),Action|Comedy,./static/Pictures/I'm Gonna Git You Sucka (1988).jpeg
4067,Untamed Heart (1993),Drama|Romance,./static/Pictures/Untamed Heart (1993).jpeg
4068,Sugar & Spice (2001),Comedy,./static/Pictures/Sugar & Spice (2001).jpeg
4069,"Wedding Planner, The (2001)",Comedy|Romance,"./static/Pictures/Wedding Planner, The (2001).jpeg"
4074,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,"./static/Pictures/Legend of Rita, The (Stille nach dem Schuß, Die) (1999).jpeg"
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller,"./static/Pictures/With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000).jpeg"
4078,Amazing Grace and Chuck (1987),Drama,./static/Pictures/Amazing Grace and Chuck (1987).jpeg
4079,Amazon Women on the Moon (1987),Comedy|Sci-Fi,./static/Pictures/Amazon Women on the Moon (1987).jpeg
4080,Baby Boom (1987),Comedy,./static/Pictures/Baby Boom (1987).jpeg
4081,Back to the Beach (1987),Comedy,./static/Pictures/Back to the Beach (1987).jpeg
4082,Barfly (1987),Comedy|Drama|Romance,./static/Pictures/Barfly (1987).jpeg
4083,Best Seller (1987),Thriller,./static/Pictures/Best Seller (1987).jpeg
4084,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,./static/Pictures/Beverly Hills Cop II (1987).jpeg
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,./static/Pictures/Beverly Hills Cop (1984).jpeg
4086,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller,"./static/Pictures/Big Easy, The (1987).jpeg"
4089,Born in East L.A. (1987),Comedy,./static/Pictures/Born in East L.A. (1987).jpeg
4090,"Brave Little Toaster, The (1987)",Animation|Children,"./static/Pictures/Brave Little Toaster, The (1987).jpeg"
4091,Can't Buy Me Love (1987),Comedy|Romance,./static/Pictures/Can't Buy Me Love (1987).jpeg
4092,Cherry 2000 (1987),Romance|Sci-Fi,./static/Pictures/Cherry 2000 (1987).jpeg
4093,Cop (1988),Thriller,./static/Pictures/Cop (1988).jpeg
4102,Eddie Murphy Raw (1987),Comedy|Documentary,./static/Pictures/Eddie Murphy Raw (1987).jpeg
4103,Empire of the Sun (1987),Action|Adventure|Drama|War,./static/Pictures/Empire of the Sun (1987).jpeg
4104,Ernest Goes to Camp (1987),Comedy,./static/Pictures/Ernest Goes to Camp (1987).jpeg
4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,"./static/Pictures/Evil Dead, The (1981).jpeg"
4109,Flowers in the Attic (1987),Drama|Thriller,./static/Pictures/Flowers in the Attic (1987).jpeg
4110,"Fourth Protocol, The (1987)",Thriller,"./static/Pictures/Fourth Protocol, The (1987).jpeg"
4111,Gardens of Stone (1987),Drama|War,./static/Pictures/Gardens of Stone (1987).jpeg
4113,"Glass Menagerie, The (1987)",Drama,"./static/Pictures/Glass Menagerie, The (1987).jpeg"
4115,Hiding Out (1987),Comedy,./static/Pictures/Hiding Out (1987).jpeg
4116,Hollywood Shuffle (1987),Comedy,./static/Pictures/Hollywood Shuffle (1987).jpeg
4117,Hope and Glory (1987),Drama,./static/Pictures/Hope and Glory (1987).jpeg
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,./static/Pictures/Innerspace (1987).jpeg
4123,Ishtar (1987),Comedy,./static/Pictures/Ishtar (1987).jpeg
4124,Jaws: The Revenge (1987),Horror|Thriller,./static/Pictures/Jaws: The Revenge (1987).jpeg
4125,Leonard Part 6 (1987),Comedy|Sci-Fi,./static/Pictures/Leonard Part 6 (1987).jpeg
4126,Less Than Zero (1987),Drama,./static/Pictures/Less Than Zero (1987).jpeg
4127,"Like Father, Like Son (1987)",Comedy,"./static/Pictures/Like Father, Like Son (1987).jpeg"
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller,"./static/Pictures/Lost Boys, The (1987).jpeg"
4129,Made in Heaven (1987),Fantasy|Romance,./static/Pictures/Made in Heaven (1987).jpeg
4130,Maid to Order (1987),Comedy|Fantasy,./static/Pictures/Maid to Order (1987).jpeg
4131,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,./static/Pictures/Making Mr. Right (1987).jpeg
4132,Mannequin (1987),Comedy|Romance,./static/Pictures/Mannequin (1987).jpeg
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,./static/Pictures/Masters of the Universe (1987).jpeg
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,"./static/Pictures/Monster Squad, The (1987).jpeg"
4138,My Demon Lover (1987),Comedy|Horror,./static/Pictures/My Demon Lover (1987).jpeg
4139,No Man's Land (1987),Crime|Drama,./static/Pictures/No Man's Land (1987).jpeg
4141,Head Over Heels (2001),Comedy|Romance,./static/Pictures/Head Over Heels (2001).jpeg
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,./static/Pictures/Left Behind: The Movie (2000).jpeg
4143,Valentine (2001),Horror|Mystery,./static/Pictures/Valentine (2001).jpeg
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,./static/Pictures/In the Mood For Love (Fa yeung nin wa) (2000).jpeg
4146,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,"./static/Pictures/Million Dollar Hotel, The (2001).jpeg"
4147,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance,./static/Pictures/Nico and Dani (Krámpack) (2000).jpeg
4148,Hannibal (2001),Horror|Thriller,./static/Pictures/Hannibal (2001).jpeg
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance,./static/Pictures/Saving Silverman (Evil Woman) (2001).jpeg
4152,Vatel (2000),Drama,./static/Pictures/Vatel (2000).jpeg
4153,Down to Earth (2001),Comedy|Fantasy|Romance,./static/Pictures/Down to Earth (2001).jpeg
4154,Recess: School's Out (2001),Animation|Children,./static/Pictures/Recess: School's Out (2001).jpeg
4155,Sweet November (2001),Drama|Romance,./static/Pictures/Sweet November (2001).jpeg
4156,Company Man (2000),Comedy,./static/Pictures/Company Man (2000).jpeg
4157,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,"./static/Pictures/Price of Milk, The (2000).jpeg"
4158,Monkeybone (2001),Animation|Comedy|Fantasy,./static/Pictures/Monkeybone (2001).jpeg
4159,3000 Miles to Graceland (2001),Action|Thriller,./static/Pictures/3000 Miles to Graceland (2001).jpeg
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,"./static/Pictures/Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000).jpeg"
4161,"Mexican, The (2001)",Action|Comedy,"./static/Pictures/Mexican, The (2001).jpeg"
4164,"Caveman's Valentine, The (2001)",Drama,"./static/Pictures/Caveman's Valentine, The (2001).jpeg"
4166,Series 7: The Contenders (2001),Action|Drama,./static/Pictures/Series 7: The Contenders (2001).jpeg
4167,15 Minutes (2001),Thriller,./static/Pictures/15 Minutes (2001).jpeg
4168,Get Over It (2001),Comedy|Romance,./static/Pictures/Get Over It (2001).jpeg
4171,Long Night's Journey Into Day (2000),Documentary,./static/Pictures/Long Night's Journey Into Day (2000).jpeg
4174,Avalon (1990),Drama,./static/Pictures/Avalon (1990).jpeg
4175,Gray's Anatomy (1996),Comedy|Drama,./static/Pictures/Gray's Anatomy (1996).jpeg
4178,Of Mice and Men (1939),Drama,./static/Pictures/Of Mice and Men (1939).jpeg
4180,Reform School Girls (1986),Action|Drama,./static/Pictures/Reform School Girls (1986).jpeg
4181,Tapeheads (1988),Comedy,./static/Pictures/Tapeheads (1988).jpeg
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,"./static/Pictures/Bishop's Wife, The (1947).jpeg"
4187,Lilies of the Field (1963),Drama,./static/Pictures/Lilies of the Field (1963).jpeg
4189,"Greatest Story Ever Told, The (1965)",Drama,"./static/Pictures/Greatest Story Ever Told, The (1965).jpeg"
4190,Elmer Gantry (1960),Drama,./static/Pictures/Elmer Gantry (1960).jpeg
4191,Alfie (1966),Comedy|Drama|Romance,./static/Pictures/Alfie (1966).jpeg
4193,"Fantasticks, The (1995)",Musical,"./static/Pictures/Fantasticks, The (1995).jpeg"
4194,I Know Where I'm Going! (1945),Drama|Romance|War,./static/Pictures/I Know Where I'm Going! (1945).jpeg
4195,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,"./static/Pictures/Abominable Dr. Phibes, The (1971).jpeg"
4197,Real Life (1979),Comedy,./static/Pictures/Real Life (1979).jpeg
4198,Battle Beyond the Stars (1980),Sci-Fi,./static/Pictures/Battle Beyond the Stars (1980).jpeg
4200,Double Impact (1991),Action,./static/Pictures/Double Impact (1991).jpeg
4202,Fuzz (1972),Drama,./static/Pictures/Fuzz (1972).jpeg
4203,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama,./static/Pictures/Harley Davidson and the Marlboro Man (1991).jpeg
4204,Losin' It (1983),Comedy,./static/Pictures/Losin' It (1983).jpeg
4205,Mermaids (1990),Comedy|Drama|Romance,./static/Pictures/Mermaids (1990).jpeg
4207,Navy Seals (1990),Action|Adventure|War,./static/Pictures/Navy Seals (1990).jpeg
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,./static/Pictures/Manhunter (1986).jpeg
4211,Reversal of Fortune (1990),Drama,./static/Pictures/Reversal of Fortune (1990).jpeg
4212,Death on the Nile (1978),Crime|Mystery,./static/Pictures/Death on the Nile (1978).jpeg
4214,Revenge of the Nerds (1984),Comedy,./static/Pictures/Revenge of the Nerds (1984).jpeg
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,./static/Pictures/Revenge of the Nerds II: Nerds in Paradise (1987).jpeg
4217,4 Little Girls (1997),Documentary,./static/Pictures/4 Little Girls (1997).jpeg
4218,River's Edge (1986),Crime|Drama,./static/Pictures/River's Edge (1986).jpeg
4219,Girls Just Want to Have Fun (1985),Comedy,./static/Pictures/Girls Just Want to Have Fun (1985).jpeg
4220,"Longest Yard, The (1974)",Comedy,"./static/Pictures/Longest Yard, The (1974).jpeg"
4221,Necessary Roughness (1991),Comedy,./static/Pictures/Necessary Roughness (1991).jpeg
4223,Enemy at the Gates (2001),Drama|War,./static/Pictures/Enemy at the Gates (2001).jpeg
4224,Exit Wounds (2001),Action|Thriller,./static/Pictures/Exit Wounds (2001).jpeg
4225,"Dish, The (2001)",Comedy,"./static/Pictures/Dish, The (2001).jpeg"
4226,Memento (2000),Mystery|Thriller,./static/Pictures/Memento (2000).jpeg
4228,Heartbreakers (2001),Comedy|Crime|Romance,./static/Pictures/Heartbreakers (2001).jpeg
4229,Say It Isn't So (2001),Comedy|Romance,./static/Pictures/Say It Isn't So (2001).jpeg
4231,Someone Like You (2001),Comedy|Romance,./static/Pictures/Someone Like You (2001).jpeg
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,./static/Pictures/Spy Kids (2001).jpeg
4233,Tomcats (2001),Comedy,./static/Pictures/Tomcats (2001).jpeg
4234,"Tailor of Panama, The (2001)",Drama|Thriller,"./static/Pictures/Tailor of Panama, The (2001).jpeg"
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,./static/Pictures/Amores Perros (Love's a Bitch) (2000).jpeg
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,./static/Pictures/Keep the River on Your Right: A Modern Cannibal Tale (2000).jpeg
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,"./static/Pictures/Gleaners & I, The (Les glaneurs et la glaneuse) (2000).jpeg"
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,./static/Pictures/Along Came a Spider (2001).jpeg
4239,Blow (2001),Crime|Drama,./static/Pictures/Blow (2001).jpeg
4240,Just Visiting (2001),Comedy|Fantasy,./static/Pictures/Just Visiting (2001).jpeg
4241,Pokémon 3: The Movie (2001),Animation|Children,./static/Pictures/Pokémon 3: The Movie (2001).jpeg
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,./static/Pictures/Beautiful Creatures (2000).jpeg
4243,Brigham City (2001),Crime|Drama|Mystery,./static/Pictures/Brigham City (2001).jpeg
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,./static/Pictures/Bridget Jones's Diary (2001).jpeg
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,./static/Pictures/Joe Dirt (2001).jpeg
4248,Josie and the Pussycats (2001),Comedy,./static/Pictures/Josie and the Pussycats (2001).jpeg
4251,Chopper (2000),Drama|Thriller,./static/Pictures/Chopper (2000).jpeg
4252,"Circle, The (Dayereh) (2000)",Drama,"./static/Pictures/Circle, The (Dayereh) (2000).jpeg"
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,./static/Pictures/Crocodile Dundee in Los Angeles (2001).jpeg
4255,Freddy Got Fingered (2001),Comedy,./static/Pictures/Freddy Got Fingered (2001).jpeg
4256,"Center of the World, The (2001)",Drama,"./static/Pictures/Center of the World, The (2001).jpeg"
4259,"Luzhin Defence, The (2000)",Drama|Romance,"./static/Pictures/Luzhin Defence, The (2000).jpeg"
4260,"Visit, The (2000)",Drama,"./static/Pictures/Visit, The (2000).jpeg"
4262,Scarface (1983),Action|Crime|Drama,./static/Pictures/Scarface (1983).jpeg
4263,Days of Wine and Roses (1962),Drama,./static/Pictures/Days of Wine and Roses (1962).jpeg
4265,Driven (2001),Action|Thriller,./static/Pictures/Driven (2001).jpeg
4267,One Night at McCool's (2001),Comedy,./static/Pictures/One Night at McCool's (2001).jpeg
4268,Town & Country (2001),Comedy,./static/Pictures/Town & Country (2001).jpeg
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,"./static/Pictures/Mummy Returns, The (2001).jpeg"
4273,Under the Sand (2000),Drama,./static/Pictures/Under the Sand (2000).jpeg
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,./static/Pictures/Krull (1983).jpeg
4276,Lost in America (1985),Comedy,./static/Pictures/Lost in America (1985).jpeg
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,./static/Pictures/Triumph of the Will (Triumph des Willens) (1934).jpeg
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,"./static/Pictures/World According to Garp, The (1982).jpeg"
4282,Fellini Satyricon (1969),Drama|Fantasy,./static/Pictures/Fellini Satyricon (1969).jpeg
4284,Frankie and Johnny (1966),Comedy,./static/Pictures/Frankie and Johnny (1966).jpeg
4285,Frankie and Johnny (1991),Comedy|Romance,./static/Pictures/Frankie and Johnny (1991).jpeg
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,"./static/Pictures/City of Women, The (Città delle donne, La) (1980).jpeg"
4290,For the Boys (1991),Comedy|Drama|Musical,./static/Pictures/For the Boys (1991).jpeg
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,./static/Pictures/Nine to Five (a.k.a. 9 to 5) (1980).jpeg
4292,Norma Rae (1979),Drama,./static/Pictures/Norma Rae (1979).jpeg
4293,Summer Rental (1985),Comedy,./static/Pictures/Summer Rental (1985).jpeg
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,"./static/Pictures/5,000 Fingers of Dr. T, The (1953).jpeg"
4296,Love Story (1970),Drama|Romance,./static/Pictures/Love Story (1970).jpeg
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,./static/Pictures/Pelle the Conqueror (Pelle erobreren) (1987).jpeg
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,./static/Pictures/Rififi (Du rififi chez les hommes) (1955).jpeg
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,"./static/Pictures/Knight's Tale, A (2001).jpeg"
4300,Bread and Roses (2000),Drama,./static/Pictures/Bread and Roses (2000).jpeg
4304,Startup.com (2001),Documentary,./static/Pictures/Startup.com (2001).jpeg
4305,Angel Eyes (2001),Romance|Thriller,./static/Pictures/Angel Eyes (2001).jpeg
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,./static/Pictures/Shrek (2001).jpeg
4307,"Fast Food, Fast Women (2000)",Comedy|Romance,"./static/Pictures/Fast Food, Fast Women (2000).jpeg"
4308,Moulin Rouge (2001),Drama|Musical|Romance,./static/Pictures/Moulin Rouge (2001).jpeg
4310,Pearl Harbor (2001),Action|Drama|Romance|War,./static/Pictures/Pearl Harbor (2001).jpeg
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,./static/Pictures/Himalaya (Himalaya - l'enfance d'un chef) (1999).jpeg
4313,"Man Who Cried, The (2000)",Drama,"./static/Pictures/Man Who Cried, The (2000).jpeg"
4316,Ice Castles (1978),Drama,./static/Pictures/Ice Castles (1978).jpeg
4317,Love Potion #9 (1992),Comedy|Romance,./static/Pictures/Love Potion #9 (1992).jpeg
4321,City Slickers (1991),Comedy|Western,./static/Pictures/City Slickers (1991).jpeg
4322,Eight Men Out (1988),Drama,./static/Pictures/Eight Men Out (1988).jpeg
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,"./static/Pictures/Horse Soldiers, The (1959).jpeg"
4325,"Night, The (Notte, La) (1960)",Drama,"./static/Pictures/Night, The (Notte, La) (1960).jpeg"
4326,Mississippi Burning (1988),Crime|Drama|Thriller,./static/Pictures/Mississippi Burning (1988).jpeg
4327,"Magnificent Seven, The (1960)",Adventure|Western,"./static/Pictures/Magnificent Seven, The (1960).jpeg"
4329,Rio Bravo (1959),Western,./static/Pictures/Rio Bravo (1959).jpeg
4333,Throw Momma from the Train (1987),Comedy|Crime,./static/Pictures/Throw Momma from the Train (1987).jpeg
4334,Yi Yi (2000),Drama,./static/Pictures/Yi Yi (2000).jpeg
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,"./static/Pictures/Sand Pebbles, The (1966).jpeg"
4338,Twelve O'Clock High (1949),Drama|War,./static/Pictures/Twelve O'Clock High (1949).jpeg
